Civilite*,Nom*,Prénom*,Nom de la société*,SIRET,Catégorie de tiers*,Nature juridique*,Adresse,Complément,Code postal *,Commune *,Pays *,Téléphone *,Téléphone 2,Mail *,Nom *,SIRET,Nature d'hébergement *,Référence interne,Catégorie (Atout France)*,Date de la catégorie *,Date d'application de la catégorie *,Date de début de collecte sur la plateforme *,Adresse,Complément,Code postal *,Commune *,Latitude,Longitude,Téléphone *,Téléphone 2,Nombre de chambres ou emplacements *,Capacité (Nombre de personnes) *,Site Web,Descriptif,Remarques
,,,,,,,,https://www.airbnb.fr/users/show/396615675,,,Guadeloupe,,,,Ditho Bungalow,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/1316673180556031273?search_mode=regular_search&adults=1&check_in=2025-02-19&check_out=2025-02-24&children=0&infants=0&pets=0&source_impression_id=p3_1739910015_P37UjgBDeJwUa3rq&previous_page_section_name=1000,Ditho Bungalow,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/76387059,,,Guadeloupe,,,,"studio climatisé tout confort ""bleu""",,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/1336874375978066824?search_mode=regular_search&adults=1&check_in=2025-02-22&check_out=2025-02-27&children=0&infants=0&pets=0&source_impression_id=p3_1739910015_P30Gcrh3qppTC144&previous_page_section_name=1000,"studio climatisé tout confort ""bleu""",Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/471538683,,,Guadeloupe,,,,Les Gîtes du Cocon - Gîte Rose de Porcelaine,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/679094708995140545?search_mode=regular_search&adults=1&check_in=2025-02-18&check_out=2025-02-23&children=0&infants=0&pets=0&source_impression_id=p3_1739910015_P3M7jJOgOG7EKVb5&previous_page_section_name=1000,Les Gîtes du Cocon - Gîte Rose de Porcelaine,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/136827583,,,Guadeloupe,,,,Bienvenue chez VERONIQUE ET MAXIME,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/34626197?search_mode=regular_search&adults=1&check_in=2025-03-31&check_out=2025-04-05&children=0&infants=0&pets=0&source_impression_id=p3_1739910015_P3wszTvNe2UONN1k&previous_page_section_name=1000,Bienvenue chez VERONIQUE ET MAXIME,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/66136086,,,Guadeloupe,,,,"A deux pas de la plage, chambre confortable + SDB",,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/13380205?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-02-21&check_out=2025-02-26&children=0&infants=0&pets=0&photo_id=1175661101&source_impression_id=p3_1739910015_P343errNNxfTbdgq&previous_page_section_name=1000,"A deux pas de la plage, chambre confortable + SDB",Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/123007724,,,Guadeloupe,,,,La Kaz d'Évania à Ste Rose,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/44665537?search_mode=regular_search&adults=1&check_in=2025-02-28&check_out=2025-03-05&children=0&infants=0&pets=0&source_impression_id=p3_1739910015_P3aiM5fVVy81tuAq&previous_page_section_name=1000,La Kaz d'Évania à Ste Rose,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/15331694,,,Guadeloupe,,,,"Gîte Kaz à Topaze, piscine,  jardin tropical",,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/720287643502853015?search_mode=regular_search&adults=1&check_in=2025-02-18&check_out=2025-02-23&children=0&infants=0&pets=0&source_impression_id=p3_1739910015_P3WOYx6iZliptomc&previous_page_section_name=1000,"Gîte Kaz à Topaze, piscine,  jardin tropical",Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/859455,,,Guadeloupe,,,,La Source Ecolodge,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/1061608994364514486?search_mode=regular_search&adults=1&check_in=2025-04-07&check_out=2025-04-12&children=0&infants=0&pets=0&source_impression_id=p3_1739910015_P3Ls4YjdGgH4R0_W&previous_page_section_name=1000,La Source Ecolodge,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/469499315,,,Guadeloupe,,,,Maison Kaymit,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/671034959562161513?search_mode=regular_search&adults=1&check_in=2025-03-23&check_out=2025-03-28&children=0&infants=0&pets=0&source_impression_id=p3_1739910015_P3fk_4NgZwlJ_539&previous_page_section_name=1000,Maison Kaymit,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/580237395,,,Guadeloupe,,,,Studio L'Abricot,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/1169001754859277049?search_mode=regular_search&adults=1&check_in=2025-02-20&check_out=2025-02-25&children=0&infants=0&pets=0&source_impression_id=p3_1739910018_P3QGcc3mwawbDLxI&previous_page_section_name=1000,Studio L'Abricot,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/110281542,,,Guadeloupe,,,,Les Hauts du Papillon - Piscine et vue mer -,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/946838660271709140?search_mode=regular_search&adults=1&check_in=2025-05-10&check_out=2025-05-15&children=0&infants=0&pets=0&source_impression_id=p3_1739910018_P37AWSrtAcw2Mdsu&previous_page_section_name=1000,Les Hauts du Papillon - Piscine et vue mer -,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/1897464,,,Guadeloupe,,,,"Piscine, spa et rivière privée",,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/1352775803448666101?search_mode=regular_search&adults=1&check_in=2025-02-24&check_out=2025-03-01&children=0&infants=0&pets=0&source_impression_id=p3_1739910018_P3pcjJ73YLlig6eL&previous_page_section_name=1000,"Piscine, spa et rivière privée",Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/45503910,,,Guadeloupe,,,,"Villa Dali, 50 m plage, entre Déshaie et St Rose",,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/850489641857700607?search_mode=regular_search&adults=1&check_in=2025-03-26&check_out=2025-03-31&children=0&infants=0&pets=0&source_impression_id=p3_1739910018_P3dnU1E0Qqnamoyd&previous_page_section_name=1000,"Villa Dali, 50 m plage, entre Déshaie et St Rose",Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/502184183,,,Guadeloupe,,,,Grand Studio indépendant,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/831978169727477221?search_mode=regular_search&adults=1&check_in=2025-03-01&check_out=2025-03-06&children=0&infants=0&pets=0&source_impression_id=p3_1739910018_P3lGojkZru6BCVnP&previous_page_section_name=1000,Grand Studio indépendant,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/543473362,,,Guadeloupe,,,,"Gîte Izarna, logement Kanalpinia",,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/1010297437289568989?search_mode=regular_search&adults=1&check_in=2025-02-18&check_out=2025-02-23&children=0&infants=0&pets=0&source_impression_id=p3_1739910018_P3G8Sylg6p5LNy-b&previous_page_section_name=1000,"Gîte Izarna, logement Kanalpinia",Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/551420896,,,Guadeloupe,,,,Ti' Kélonia 2 - Maisons atypiques,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/1048693213430925606?search_mode=regular_search&adults=1&check_in=2025-03-20&check_out=2025-03-25&children=0&infants=0&pets=0&source_impression_id=p3_1739910018_P3CnH6r-vaSZOwvK&previous_page_section_name=1000,Ti' Kélonia 2 - Maisons atypiques,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/22046908,,,Guadeloupe,,,,Au son des grenouilles Mer et Campagne,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/1192920514646383148?search_mode=regular_search&adults=1&check_in=2025-03-25&check_out=2025-03-30&children=0&infants=0&pets=0&source_impression_id=p3_1739910018_P3yoQgGIywcXtT1Y&previous_page_section_name=1000,Au son des grenouilles Mer et Campagne,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/522893396,,,Guadeloupe,,,,bungalow studio 4 personnes,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/925228003385422363?search_mode=regular_search&adults=1&check_in=2025-03-26&check_out=2025-03-31&children=0&infants=0&pets=0&source_impression_id=p3_1739910018_P3uk6NBfpF9p_BJx&previous_page_section_name=1000,bungalow studio 4 personnes,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/387189082,,,Guadeloupe,,,,Bungalow avec piscine et vue mer exceptionnelle,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/50970638?search_mode=regular_search&adults=1&check_in=2025-05-28&check_out=2025-06-04&children=0&infants=0&pets=0&source_impression_id=p3_1739910018_P3SYfpBuHuhIPozg&previous_page_section_name=1000,Bungalow avec piscine et vue mer exceptionnelle,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/171025802,,,Guadeloupe,,,,Bas de villa tout confort,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/715425138230333485?search_mode=regular_search&adults=1&check_in=2025-03-29&check_out=2025-04-03&children=0&infants=0&pets=0&source_impression_id=p3_1739910018_P3TW6KJbltaE8H-X&previous_page_section_name=1000,Bas de villa tout confort,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/296932326,,,Guadeloupe,,,,Tiny house 1 chambre Cuisine terrasse salle d'eau,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/965758041871143974?search_mode=regular_search&adults=1&check_in=2025-02-20&check_out=2025-02-25&children=0&infants=0&pets=0&source_impression_id=p3_1739910018_P3eU-YLnu8bNCiiD&previous_page_section_name=1000,Tiny house 1 chambre Cuisine terrasse salle d'eau,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/509291081,,,Guadeloupe,,,,"Éden Cottage, charmant bungalow",,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/1287183111325130120?search_mode=regular_search&adults=1&check_in=2025-02-19&check_out=2025-02-24&children=0&infants=0&pets=0&source_impression_id=p3_1739910018_P3BPt-HIvtyvY8rw&previous_page_section_name=1000,"Éden Cottage, charmant bungalow",Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/565555383,,,Guadeloupe,,,,Appart type F3 « Mahogany »,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/1308175509269872285?search_mode=regular_search&adults=1&check_in=2025-02-18&check_out=2025-02-23&children=0&infants=0&pets=0&source_impression_id=p3_1739910018_P3OQPByxiwRULg2G&previous_page_section_name=1000,Appart type F3 « Mahogany »,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/243958207,,,Guadeloupe,,,,Résidence L'Ecrin de Bachelier,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/43563869?search_mode=regular_search&adults=1&check_in=2025-03-02&check_out=2025-03-07&children=0&infants=0&pets=0&source_impression_id=p3_1739910018_P3-A8V3iFxZGMvEg&previous_page_section_name=1000,Résidence L'Ecrin de Bachelier,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/514577321,,,Guadeloupe,,,,Villa Vato,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/1339177794830969074?search_mode=regular_search&adults=1&check_in=2025-02-21&check_out=2025-02-26&children=0&infants=0&pets=0&source_impression_id=p3_1739910018_P3__rRYfZKJalSvC&previous_page_section_name=1000,Villa Vato,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/72070774,,,Guadeloupe,,,,"Gite Bella, atypique, vue mer",,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/1049141829291215620?search_mode=regular_search&adults=1&check_in=2025-03-03&check_out=2025-03-08&children=0&infants=0&pets=0&source_impression_id=p3_1739910018_P35BeESjT1rNRb3W&previous_page_section_name=1000,"Gite Bella, atypique, vue mer",Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/129161358,,,Guadeloupe,,,,"Villa bord de mer avec piscine, chambre privée",,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/578928958485836658?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-03-11&check_out=2025-03-16&children=0&infants=0&pets=0&photo_id=1357023810&source_impression_id=p3_1739910036_P3HchOS6Ualzj6zL&previous_page_section_name=1000,"Villa bord de mer avec piscine, chambre privée",Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/201079729,,,Guadeloupe,,,,HAPPY HIPPIES HOUSE - chambre privée,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/28907196?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-02-28&check_out=2025-03-05&children=0&infants=0&pets=0&photo_id=1368275364&source_impression_id=p3_1739910032_P3VaAroP9kXLafeJ&previous_page_section_name=1000,HAPPY HIPPIES HOUSE - chambre privée,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/71605153,,,Guadeloupe,,,,Beau studio à la campagne,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/20702143?search_mode=regular_search&adults=1&check_in=2025-02-19&check_out=2025-02-24&children=0&infants=0&pets=0&source_impression_id=p3_1739910032_P3_L8MEpsX0FJ2as&previous_page_section_name=1000,Beau studio à la campagne,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/108255530,,,Guadeloupe,,,,"DineColibri ""Coco"" charmant petit bungalow créole",,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/16486897?search_mode=regular_search&adults=1&check_in=2025-02-26&check_out=2025-03-03&children=0&infants=0&pets=0&source_impression_id=p3_1739910032_P3sYoS-8EGtB81U3&previous_page_section_name=1000,"DineColibri ""Coco"" charmant petit bungalow créole",Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/451701988,,,Guadeloupe,,,,Home Container Resort : Studio « TERRE » 2 pers.,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/666595404758867093?search_mode=regular_search&adults=1&check_in=2025-02-18&check_out=2025-02-23&children=0&infants=0&pets=0&source_impression_id=p3_1739910032_P3Fw3L24uZ2fNite&previous_page_section_name=1000,Home Container Resort : Studio « TERRE » 2 pers.,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/164298627,,,Guadeloupe,,,,"Gîte relax & Jacuzzi
 *La Libellule Caribéenne*",,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/1200825694621977526?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1739910032_P3lOm-7TaFg77cFL&previous_page_section_name=1000,"Gîte relax & Jacuzzi
 *La Libellule Caribéenne*",Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/47767978,,,Guadeloupe,,,,La maison des cocotiers,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/40027444?search_mode=regular_search&adults=1&check_in=2025-02-21&check_out=2025-02-26&children=0&infants=0&pets=0&source_impression_id=p3_1739910032_P3y7DrHv7iH57Fl8&previous_page_section_name=1000,La maison des cocotiers,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/95615147,,,Guadeloupe,,,,Chambre d’hôte avec vue sur mer,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/1285069541849789344?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-02-18&check_out=2025-02-23&children=0&infants=0&pets=0&photo_id=2026058567&source_impression_id=p3_1739910032_P3rh2w6lY62Pb1rb&previous_page_section_name=1000,Chambre d’hôte avec vue sur mer,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/316314337,,,Guadeloupe,,,,Bungalow Acomat,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/1029056516334192441?search_mode=regular_search&adults=1&check_in=2025-02-18&check_out=2025-02-23&children=0&infants=0&pets=0&source_impression_id=p3_1739910032_P3-wFJ4-5OMDuVV9&previous_page_section_name=1000,Bungalow Acomat,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/56103607,,,Guadeloupe,,,,Belle Villa Créole avec piscine,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/18180546?search_mode=regular_search&adults=1&check_in=2025-02-19&check_out=2025-02-25&children=0&infants=0&pets=0&source_impression_id=p3_1739910032_P3VHFrKoElzbEVTf&previous_page_section_name=1000,Belle Villa Créole avec piscine,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/135746810,,,Guadeloupe,,,,Charmant studio pour couple  avec piscine,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/35029945?search_mode=regular_search&adults=1&check_in=2025-02-22&check_out=2025-02-27&children=0&infants=0&pets=0&source_impression_id=p3_1739910032_P3eMisFBbSt_0CGI&previous_page_section_name=1000,Charmant studio pour couple  avec piscine,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/293229620,,,Guadeloupe,,,,Entre mers et montagnes,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/38460649?search_mode=regular_search&adults=1&check_in=2025-02-23&check_out=2025-02-28&children=0&infants=0&pets=0&source_impression_id=p3_1739910032_P3O90WTRqlh6A42b&previous_page_section_name=1000,Entre mers et montagnes,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/247774467,,,Guadeloupe,,,,"""Cosy"" magnifique cottage en bois exotique",,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/32931173?search_mode=regular_search&adults=1&check_in=2025-04-26&check_out=2025-05-03&children=0&infants=0&pets=0&source_impression_id=p3_1739910032_P3DXLjuWqAaNHSIi&previous_page_section_name=1000,"""Cosy"" magnifique cottage en bois exotique",Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/475815059,,,Guadeloupe,,,,Habitation Loumavi,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/697131081485670471?search_mode=regular_search&adults=1&check_in=2025-04-25&check_out=2025-04-30&children=0&infants=0&pets=0&source_impression_id=p3_1739910032_P3Jyy_kcgQgh63Sy&previous_page_section_name=1000,Habitation Loumavi,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/154737289,,,Guadeloupe,,,,"Studio Anoli, pour couple, Deshaies/Ste Rose.",,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/23902862?search_mode=regular_search&adults=1&check_in=2025-04-17&check_out=2025-04-22&children=0&infants=0&pets=0&source_impression_id=p3_1739910032_P3IOdqfuvxQWcM5q&previous_page_section_name=1000,"Studio Anoli, pour couple, Deshaies/Ste Rose.",Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/504629381,,,Guadeloupe,,,,Paradis Lara,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/843496444084201045?search_mode=regular_search&adults=1&check_in=2025-02-19&check_out=2025-02-24&children=0&infants=0&pets=0&source_impression_id=p3_1739910032_P33FB3ykD30tzF9Q&previous_page_section_name=1000,Paradis Lara,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/304738279,,,Guadeloupe,,,,Calme Villa,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/39663853?search_mode=regular_search&adults=1&check_in=2025-04-17&check_out=2025-04-24&children=0&infants=0&pets=0&source_impression_id=p3_1739910032_P3zQuJXIjfjT05vu&previous_page_section_name=1000,Calme Villa,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/465426305,,,Guadeloupe,,,,"""Cattleya"" - Gites Casuarina (3*) - tout neuf",,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/711722075321139503?search_mode=regular_search&adults=1&check_in=2025-02-27&check_out=2025-03-04&children=0&infants=0&pets=0&source_impression_id=p3_1739910032_P3KSnhBV7H7KgSsG&previous_page_section_name=1000,"""Cattleya"" - Gites Casuarina (3*) - tout neuf",Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/43730776,,,Guadeloupe,,,,gite entre Sainte Rose et Deshaies,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/8293969?search_mode=regular_search&adults=1&check_in=2025-04-14&check_out=2025-04-19&children=0&infants=0&pets=0&source_impression_id=p3_1739910032_P3YYqc2dFEnd5omx&previous_page_section_name=1000,gite entre Sainte Rose et Deshaies,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/451701988,,,Guadeloupe,,,,Home Container Resort : Studio « EAU » 2 pers.,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/1044194662505683153?search_mode=regular_search&adults=1&check_in=2025-02-18&check_out=2025-02-23&children=0&infants=0&pets=0&source_impression_id=p3_1739910035_P3-XdFZ6EjH7gEC6&previous_page_section_name=1000,Home Container Resort : Studio « EAU » 2 pers.,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/533983196,,,Guadeloupe,,,,Tuwana,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/966575513072261839?search_mode=regular_search&adults=1&check_in=2025-04-26&check_out=2025-05-01&children=0&infants=0&pets=0&source_impression_id=p3_1739910035_P3Tq8dQKEugrWMXf&previous_page_section_name=1000,Tuwana,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/471538683,,,Guadeloupe,,,,Les Gîtes du Cocon - Gite Citronnelle,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/736043816947001138?search_mode=regular_search&adults=1&check_in=2025-02-18&check_out=2025-02-23&children=0&infants=0&pets=0&source_impression_id=p3_1739910035_P3qiLCp5mmK06cgK&previous_page_section_name=1000,Les Gîtes du Cocon - Gite Citronnelle,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/101328017,,,Guadeloupe,,,,"L'Aurielle, Tout le confort à 500 m de la plage",,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/711392783055872434?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1739910036_P3v-dDbRyDMzIAMp&previous_page_section_name=1000,"L'Aurielle, Tout le confort à 500 m de la plage",Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/90588207,,,Guadeloupe,,,,Villa Blessing  Vue mer  Wifi  300 m plage,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/40304297?search_mode=regular_search&adults=1&check_in=2025-04-03&check_out=2025-04-08&children=0&infants=0&pets=0&source_impression_id=p3_1739910036_P3gIvv-4Vcn-G8Bw&previous_page_section_name=1000,Villa Blessing  Vue mer  Wifi  300 m plage,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/14030955,,,Guadeloupe,,,,Studio,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/989372406959357129?search_mode=regular_search&adults=1&check_in=2025-02-19&check_out=2025-02-24&children=0&infants=0&pets=0&source_impression_id=p3_1739910036_P3EhqqJIrvWtl5X9&previous_page_section_name=1000,Studio,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/84986395,,,Guadeloupe,,,,Au jardin d’Éole - bungalow bois avec piscine,,,,,,,,,,,Sainte-Rose,,,,,,,https://www.airbnb.fr/rooms/718135120138868764?search_mode=regular_search&adults=1&check_in=2025-04-30&check_out=2025-05-05&children=0&infants=0&pets=0&source_impression_id=p3_1739910036_P3DL0WEQG-ZgChEy&previous_page_section_name=1000,Au jardin d’Éole - bungalow bois avec piscine,Airbnb
